,Disease,symptoms_1,symptoms_2,symptoms_3,symptoms_4
474,Disease, muscle_wasting, patches_in_throat, high_fever,
475,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
476,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
477,Disease, patches_in_throat, high_fever, extra_marital_contacts,
478,Disease, muscle_wasting, high_fever, extra_marital_contacts,
479,Disease, muscle_wasting, patches_in_throat, high_fever,
480,Disease, fatigue, weight_loss, restlessness, lethargy
481,Disease, fatigue, weight_loss, restlessness, lethargy
482,Disease, weight_loss, restlessness, lethargy, irregular_sugar_level
483,Disease, fatigue, restlessness, lethargy, irregular_sugar_level
484,Disease, fatigue, weight_loss, lethargy, irregular_sugar_level
485,Disease, fatigue, weight_loss, restlessness, irregular_sugar_level
486,Disease, fatigue, weight_loss, restlessness, lethargy
487,Disease, fatigue, weight_loss, restlessness, lethargy
488,Disease, fatigue, weight_loss, restlessness, lethargy
489,Disease, fatigue, weight_loss, restlessness, lethargy
490,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
491,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
492,Disease, sunken_eyes, dehydration, diarrhoea,
493,Disease, vomiting, dehydration, diarrhoea,
494,Disease, vomiting, sunken_eyes, diarrhoea,
495,Disease, vomiting, sunken_eyes, dehydration,
496,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
497,Disease, sunken_eyes, dehydration, diarrhoea,
498,Disease, vomiting, dehydration, diarrhoea,
499,Disease, vomiting, sunken_eyes, diarrhoea,
500,Disease, fatigue, cough, high_fever, breathlessness
501,Disease, cough, high_fever, breathlessness, family_history
502,Disease, fatigue, high_fever, breathlessness, family_history
503,Disease, fatigue, cough, breathlessness, family_history
504,Disease, fatigue, cough, high_fever, family_history
505,Disease, fatigue, cough, high_fever, breathlessness
506,Disease, fatigue, cough, high_fever, breathlessness
507,Disease, fatigue, cough, high_fever, breathlessness
508,Disease, cough, high_fever, breathlessness, family_history
509,Disease, fatigue, high_fever, breathlessness, family_history
510,Disease, headache, chest_pain, dizziness, loss_of_balance
511,Disease, chest_pain, dizziness, loss_of_balance, lack_of_concentration
512,Disease, headache, dizziness, loss_of_balance, lack_of_concentration
513,Disease, headache, chest_pain, loss_of_balance, lack_of_concentration
514,Disease, headache, chest_pain, dizziness, lack_of_concentration
515,Disease, headache, chest_pain, dizziness, loss_of_balance
516,Disease, headache, chest_pain, dizziness, loss_of_balance
517,Disease, chest_pain, dizziness, loss_of_balance, lack_of_concentration
518,Disease, headache, dizziness, loss_of_balance, lack_of_concentration
519,Disease, headache, chest_pain, loss_of_balance, lack_of_concentration
520,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
521,Disease, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
522,Disease, acidity, headache, blurred_and_distorted_vision, excessive_hunger
523,Disease, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
524,Disease, acidity, indigestion, headache, excessive_hunger
525,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
526,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
527,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
528,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
529,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
530,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
531,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
532,Disease, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
533,Disease, back_pain, neck_pain, dizziness, loss_of_balance
534,Disease, back_pain, weakness_in_limbs, dizziness, loss_of_balance
535,Disease, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
536,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
537,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
538,Disease, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
539,Disease, back_pain, neck_pain, dizziness, loss_of_balance
540,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
541,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
542,Disease, headache, weakness_of_one_body_side, altered_sensorium,
543,Disease, vomiting, weakness_of_one_body_side, altered_sensorium,
544,Disease, vomiting, headache, altered_sensorium,
545,Disease, vomiting, headache, weakness_of_one_body_side,
546,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
547,Disease, headache, weakness_of_one_body_side, altered_sensorium,
548,Disease, vomiting, weakness_of_one_body_side, altered_sensorium,
549,Disease, vomiting, headache, altered_sensorium,
550,Disease,itching, vomiting, fatigue, weight_loss
551,Disease,itching, vomiting, fatigue, weight_loss
552,Disease, vomiting, fatigue, weight_loss, high_fever
553,Disease,itching, fatigue, weight_loss, high_fever
554,Disease,itching, vomiting, weight_loss, high_fever
555,Disease,itching, vomiting, fatigue, high_fever
556,Disease,itching, vomiting, fatigue, weight_loss
557,Disease,itching, vomiting, fatigue, weight_loss
558,Disease,itching, vomiting, fatigue, weight_loss
559,Disease,itching, vomiting, fatigue, weight_loss
560,Disease, chills, vomiting, high_fever, sweating
561,Disease, chills, vomiting, high_fever, sweating
562,Disease, chills, vomiting, high_fever, sweating
563,Disease, vomiting, high_fever, sweating, headache
564,Disease, chills, high_fever, sweating, headache
565,Disease, chills, vomiting, sweating, headache
566,Disease, chills, vomiting, high_fever, headache
567,Disease, chills, vomiting, high_fever, sweating
568,Disease, chills, vomiting, high_fever, sweating
569,Disease, chills, vomiting, high_fever, sweating
570,Disease,itching, skin_rash, fatigue, lethargy
571,Disease, skin_rash, fatigue, lethargy, high_fever
572,Disease,itching, fatigue, lethargy, high_fever
573,Disease,itching, skin_rash, lethargy, high_fever
574,Disease,itching, skin_rash, fatigue, high_fever
575,Disease,itching, skin_rash, fatigue, lethargy
576,Disease,itching, skin_rash, fatigue, lethargy
577,Disease,itching, skin_rash, fatigue, lethargy
578,Disease,itching, skin_rash, fatigue, lethargy
579,Disease,itching, skin_rash, fatigue, lethargy
580,Disease, skin_rash, chills, joint_pain, vomiting
581,Disease, skin_rash, chills, joint_pain, vomiting
582,Disease, skin_rash, chills, joint_pain, vomiting
583,Disease, skin_rash, chills, joint_pain, vomiting
584,Disease, chills, joint_pain, vomiting, fatigue
585,Disease, skin_rash, joint_pain, vomiting, fatigue
586,Disease, skin_rash, chills, vomiting, fatigue
587,Disease, skin_rash, chills, joint_pain, fatigue
588,Disease, skin_rash, chills, joint_pain, vomiting
589,Disease, skin_rash, chills, joint_pain, vomiting
590,Disease, chills, vomiting, fatigue, high_fever
591,Disease, chills, vomiting, fatigue, high_fever
592,Disease, chills, vomiting, fatigue, high_fever
593,Disease, chills, vomiting, fatigue, high_fever
594,Disease, chills, vomiting, fatigue, high_fever
595,Disease, chills, vomiting, fatigue, high_fever
596,Disease, chills, vomiting, fatigue, high_fever
597,Disease, chills, vomiting, fatigue, high_fever
598,Disease, chills, vomiting, fatigue, high_fever
599,Disease, chills, fatigue, high_fever, headache
600,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
601,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
602,Disease, vomiting, yellowish_skin, dark_urine, nausea
603,Disease, joint_pain, yellowish_skin, dark_urine, nausea
604,Disease, joint_pain, vomiting, dark_urine, nausea
605,Disease, joint_pain, vomiting, yellowish_skin, nausea
606,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
607,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
608,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
609,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
610,Disease,itching, fatigue, lethargy, yellowish_skin
611,Disease,itching, fatigue, lethargy, yellowish_skin
612,Disease, fatigue, lethargy, yellowish_skin, dark_urine
613,Disease,itching, lethargy, yellowish_skin, dark_urine
614,Disease,itching, fatigue, yellowish_skin, dark_urine
615,Disease,itching, fatigue, lethargy, dark_urine
616,Disease,itching, fatigue, lethargy, yellowish_skin
617,Disease,itching, fatigue, lethargy, yellowish_skin
618,Disease,itching, fatigue, lethargy, yellowish_skin
619,Disease,itching, fatigue, lethargy, yellowish_skin
620,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
621,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
622,Disease, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
623,Disease, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
624,Disease, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
625,Disease, fatigue, yellowish_skin, nausea, yellowing_of_eyes
626,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
627,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
628,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
629,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
630,Disease, joint_pain, vomiting, fatigue, yellowish_skin
631,Disease, vomiting, fatigue, yellowish_skin, dark_urine
632,Disease, joint_pain, fatigue, yellowish_skin, dark_urine
633,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
634,Disease, joint_pain, vomiting, fatigue, dark_urine
635,Disease, joint_pain, vomiting, fatigue, yellowish_skin
636,Disease, joint_pain, vomiting, fatigue, yellowish_skin
637,Disease, joint_pain, vomiting, fatigue, yellowish_skin
638,Disease, joint_pain, vomiting, fatigue, yellowish_skin
639,Disease, joint_pain, vomiting, fatigue, yellowish_skin
640,Disease, joint_pain, vomiting, fatigue, high_fever
641,Disease, joint_pain, vomiting, fatigue, high_fever
642,Disease, joint_pain, vomiting, fatigue, high_fever
643,Disease, vomiting, fatigue, high_fever, yellowish_skin
644,Disease, joint_pain, fatigue, high_fever, yellowish_skin
645,Disease, joint_pain, vomiting, high_fever, yellowish_skin
646,Disease, joint_pain, vomiting, fatigue, yellowish_skin
647,Disease, joint_pain, vomiting, fatigue, high_fever
648,Disease, joint_pain, vomiting, fatigue, high_fever
649,Disease, joint_pain, vomiting, fatigue, high_fever
650,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
651,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
652,Disease, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
653,Disease, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
654,Disease, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
655,Disease, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
656,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
657,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
658,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
659,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
660,Disease, chills, vomiting, fatigue, weight_loss
661,Disease, chills, vomiting, fatigue, weight_loss
662,Disease, vomiting, fatigue, weight_loss, cough
663,Disease, chills, fatigue, weight_loss, cough
664,Disease, chills, vomiting, weight_loss, cough
665,Disease, chills, vomiting, fatigue, cough
666,Disease, chills, vomiting, fatigue, weight_loss
667,Disease, chills, vomiting, fatigue, weight_loss
668,Disease, chills, vomiting, fatigue, weight_loss
669,Disease, chills, vomiting, fatigue, weight_loss
670,Disease, continuous_sneezing, chills, fatigue, cough
671,Disease, continuous_sneezing, chills, fatigue, cough
672,Disease, chills, fatigue, cough, high_fever
673,Disease, continuous_sneezing, fatigue, cough, high_fever
674,Disease, continuous_sneezing, chills, cough, high_fever
675,Disease, continuous_sneezing, chills, fatigue, high_fever
676,Disease, continuous_sneezing, chills, fatigue, cough
677,Disease, continuous_sneezing, chills, fatigue, cough
678,Disease, continuous_sneezing, chills, fatigue, cough
679,Disease, continuous_sneezing, chills, fatigue, cough
680,Disease, chills, fatigue, cough, high_fever
681,Disease, chills, fatigue, cough, high_fever
682,Disease, chills, fatigue, cough, high_fever
683,Disease, fatigue, cough, high_fever, breathlessness
684,Disease, chills, cough, high_fever, breathlessness
685,Disease, chills, fatigue, high_fever, breathlessness
686,Disease, chills, fatigue, cough, breathlessness
687,Disease, chills, fatigue, cough, high_fever
688,Disease, chills, fatigue, cough, high_fever
689,Disease, chills, fatigue, cough, high_fever
690,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
691,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
692,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
693,Disease, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
694,Disease, constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
695,Disease, constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
696,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
697,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
698,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
699,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
700,Disease, vomiting, breathlessness, sweating, chest_pain
701,Disease, vomiting, breathlessness, sweating, chest_pain
702,Disease, breathlessness, sweating, chest_pain,
703,Disease, vomiting, sweating, chest_pain,
704,Disease, vomiting, breathlessness, chest_pain,
705,Disease, vomiting, breathlessness, sweating,
706,Disease, vomiting, breathlessness, sweating, chest_pain
707,Disease, breathlessness, sweating, chest_pain,
708,Disease, vomiting, sweating, chest_pain,
709,Disease, vomiting, breathlessness, chest_pain,
710,Disease, fatigue, cramps, bruising, obesity
711,Disease, fatigue, cramps, bruising, obesity
712,Disease, cramps, bruising, obesity, swollen_legs
713,Disease, fatigue, bruising, obesity, swollen_legs
714,Disease, fatigue, cramps, obesity, swollen_legs
715,Disease, fatigue, cramps, bruising, swollen_legs
716,Disease, fatigue, cramps, bruising, obesity
717,Disease, fatigue, cramps, bruising, obesity
